Academic Year,TAP College Code,Federal School Code,Level,TAP Level of Study,TAP College Name,Sector Type,TAP Sector Group,TAP Recipient Headcount,TAP Recipient FTEs,TAP Recipient Dollars
2015,305,2734,U,4 yr Undergrad,HOUGHTON UNIVERSITY,PRIVATE,5-INDEPENDENT,417,386.5,1060885.50
2015,2080,2868,U,2 yr Undergrad,HUDSON VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3173,2367.58,5623752.37
2015,325,2737,U,4 yr Undergrad,IONA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1052,983.25,2956376.50
2015,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,40,27.5,75158.00
2015,2275,7375,U,2 yr Undergrad,ISLAND DRAFTING & TECHNICAL INST.,PRIVATE,6-BUS. DEGREE,67,65.5,151091.00
2015,330,2739,U,4 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,1192,1129.79,3215605.01
2015,330,2739,U,5 yr Undergrad,ITHACA COLLEGE,PRIVATE,5-INDEPENDENT,6,4.88,17953.38
2015,7839,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE ALBANY,PRIVATE,6-BUS. DEGREE,5,2.5,8310.50
2015,7833,7329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE GETZVILLE,PRIVATE,6-BUS. DEGREE,28,20.5,59223.50
2015,7837,107329,U,2 yr Undergrad,ITT TECHNICAL INSTITUTE LIVERPOOL,PRIVATE,6-BUS. DEGREE,72,56.75,154019.50
2015,7480,8495,U,2 yr Undergrad,JAMESTOWN BUSINESS COLL 2 YR ASSO,PRIVATE,6-BUS. DEGREE,226,176.83,661548.65
2015,6480,8495,U,4 yr Undergrad,JAMESTOWN BUSINESS COLL 4YR BBA,PRIVATE,6-BUS. DEGREE,30,24,77480.79
2015,2085,2869,U,2 yr Undergrad,JAMESTOWN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1590,1245.25,3503840.56
2015,2220,2870,U,2 yr Undergrad,JEFFERSON COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1084,822.63,2213306.52
2015,340,2742,U,4 yr Undergrad,JUILLIARD SCHOOL 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,16,16,56095.00
2015,8228,10549,U,4 yr Undergrad,KEHILATH YAKOV RABBINCAL SEMINARY,PRIVATE,9-CHAPTER XXII,96,96,461606.00
2015,8228,10549,U,5 yr Undergrad,KEHILATH YAKOV RABBINCAL SEMINARY,PRIVATE,9-CHAPTER XXII,2,2,9045.00
2015,345,2744,U,4 yr Undergrad,KEUKA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,822,662.33,1786544.98
2015,345,2744,U,5 yr Undergrad,KEUKA COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1,0.5,250.00
2015,375,2748,U,4 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1129,1049.04,2638479.01
2015,375,2748,U,5 yr Undergrad,LEMOYNE COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6,5,17209.00
2015,7702,20937,U,2 yr Undergrad,LIBI TEACH OUT OF PBC,PRIVATE,6-BUS. DEGREE,53,33.5,119020.00
2015,2178,7466,U,4 yr Undergrad,LIM COLLEGE,PRIVATE,6-BUS. DEGREE,224,193,609128.00
2015,7941,20937,U,2 yr Undergrad,LONG ISLAND BUS INST 2YR TRIMEST,PRIVATE,6-BUS. DEGREE,32,18.17,48169.13
2015,7738,20937,U,2 yr Undergrad,LONG ISLAND BUS INST UG SEMESTER,PRIVATE,6-BUS. DEGREE,1055,872.71,3090125.26
2015,403,2751,U,4 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3231,2770.83,9937708.36
2015,403,2751,U,5 yr Undergrad,LONG ISLAND UNIV 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,93,75.25,326437.75
2015,8235,13026,U,4 yr Undergrad,MACHZIKEI HADATH RABBINICAL COLL,PRIVATE,9-CHAPTER XXII,77,76,345297.50
2015,8235,13026,U,5 yr Undergrad,MACHZIKEI HADATH RABBINICAL COLL,PRIVATE,9-CHAPTER XXII,8,7.5,31591.50
2015,7977,7401,U,2 yr Undergrad,MANDL SCHOOL,PRIVATE,6-BUS. DEGREE,585,499.33,1670844.76
2015,405,2758,U,4 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1007,951.63,3028316.00
2015,405,2758,U,5 yr Undergrad,MANHATTAN COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,5,3.5,16710.00
2015,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,276,236.75,838778.73
2015,410,2759,U,4 yr Undergrad,MANHATTAN SCHOOL OF MUSIC 4 YR UN,PRIVATE,5-INDEPENDENT,12,12,52344.00
2015,420,2760,U,4 yr Undergrad,MANHATTANVILLE COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,572,544.5,1616965.50
2015,2093,2763,U,2 yr Undergrad,MARIA COLL-REGULAR DAY 2YR UG,PRIVATE,5-INDEPENDENT,127,92,254505.50
2015,2092,2763,U,2 yr Undergrad,MARIA COLL-WEEKEND&EVENING GRAD,PRIVATE,5-INDEPENDENT,3,1,2701.67
2015,6093,2763,U,4 yr Undergrad,MARIA COLLEGE 4 YR,PRIVATE,5-INDEPENDENT,46,40.5,110016.50
2015,1551,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING SEM,PRIVATE,8-OTHER,15,12.5,31593.00
2015,440,2765,U,4 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,723,657.88,1779936.82
2015,440,2765,U,5 yr Undergrad,MARIST COLLEGE 4 YR UNDERGRAD,PRIVATE,5-INDEPENDENT,7,5.5,24042.50
2015,447,2769,U,4 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,246,228.75,759249.76
2015,447,2769,U,5 yr Undergrad,MARYMOUNT MANHATTAN COLLEGE,PRIVATE,5-INDEPENDENT,6,5.38,19529.63
2015,505,2777,U,2 yr Undergrad,MEDAILLE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,95,59.5,169566.50
2015,505,2777,U,4 yr Undergrad,MEDAILLE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,869,733.63,2277720.44
2015,2300,2772,U,4 yr Undergrad,MERCY COLL ASSOC DEGREE PROGRAM,PRIVATE,5-INDEPENDENT,49,31,103600.50
2015,2100,2772,U,4 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3000,2531.29,9079491.44
2015,2100,2772,U,5 yr Undergrad,MERCY COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,18,13.5,54544.00
2015,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,136,135,499461.50
2015,8237,9335,U,4 yr Undergrad,MESIVTA EASTRN PKWY RABBINICAL CL,PRIVATE,9-CHAPTER XXII,5,4.5,17049.50
2015,8244,7264,U,4 yr Undergrad,MESIVTA TORAH VODAATH RABBINICAL,PRIVATE,9-CHAPTER XXII,152,146.5,667006.50
2015,8244,7264,U,5 yr Undergrad,MESIVTA TORAH VODAATH RABBINICAL,PRIVATE,9-CHAPTER XXII,2,2,5093.00
2015,1099,9769,U,4 yr Undergrad,METROPOLITAN COLL OF NEW YORK 4YR,PRIVATE,5-INDEPENDENT,601,477,1774559.07
2015,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,818,767.5,2714872.00
2015,8246,4798,U,4 yr Undergrad,MIRRER YESHIVA CENTRAL INSTITUTE,PRIVATE,9-CHAPTER XXII,65,49.5,204440.00
2015,8246,4798,U,5 yr Undergrad,MIRRER YESHIVA CENTRAL INSTITUTE,PRIVATE,9-CHAPTER XXII,2,1,2648.00
2015,2105,2871,U,2 yr Undergrad,MOHAWK VALLEY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2682,2043.25,5340814.32
2015,500,2775,U,4 yr Undergrad,MOLLOY UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1240,1089.17,2933429.49
2015,500,2775,U,5 yr Undergrad,MOLLOY UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,8,8,29066.00
2015,7518,4799,U,2 yr Undergrad,MONROE COLLEGE ASSOCIATES DEG 2YR,PRIVATE,6-BUS. DEGREE,2017,1768.04,7274286.50
2015,7518,4799,U,4 yr Undergrad,MONROE COLLEGE ASSOCIATES DEG 2YR,PRIVATE,6-BUS. DEGREE,1,0.5,2582.50
2015,6018,4799,U,4 yr Undergrad,MONROE COLLEGE BACHELORS DEG 4YR,PRIVATE,6-BUS. DEGREE,1722,1600.25,6124892.94
2015,6018,4799,U,5 yr Undergrad,MONROE COLLEGE BACHELORS DEG 4YR,PRIVATE,6-BUS. DEGREE,8,5.38,23031.88
2015,7718,4799,U,2 yr Undergrad,MONROE COLLEGE NURSING CERT PROG,PRIVATE,6-BUS. DEGREE,18,13.75,48512.75
2015,2180,2872,U,2 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5680,4234.33,10504861.47
2015,2180,2872,U,5 yr Undergrad,MONROE COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6,2.83,8387.55
2015,3030,2859,U,2 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,1115,903.08,2881272.08
2015,6030,2859,U,4 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,616,518.5,1632052.88
2015,3030,2859,U,5 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,1,0.5,1549.50
2015,6030,2859,U,5 yr Undergrad,MORRISVILLE STATE COLLEGE,PUBLIC,3-SUNY SO,4,3.5,13847.00
2015,2110,2778,U,4 yr Undergrad,MOUNT ST. MARY COLLEGE 4YR UNDERG,PRIVATE,5-INDEPENDENT,721,628.75,1789296.18
2015,6445,6438,U,2 yr Undergrad,MT SINAI PHILLIPS SCH OF NURSI BA,PRIVATE,5-INDEPENDENT,1,0.5,628.50
2015,6445,6438,U,4 yr Undergrad,MT SINAI PHILLIPS SCH OF NURSI BA,PRIVATE,5-INDEPENDENT,3,1.5,1128.50
2015,45,6438,U,2 yr Undergrad,MT SINAI PHILLIPS SCHOOL OF NURSI,PRIVATE,5-INDEPENDENT,9,6.25,23474.75
2015,2113,2873,U,2 yr Undergrad,NASSAU COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,5303,3923.5,11436359.12
2015,525,2779,U,4 yr Undergrad,NAZARETH UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,878,803.08,2033933.40
2015,525,2779,U,5 yr Undergrad,NAZARETH UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,5,3.25,12657.25
2015,7863,21634,U,2 yr Undergrad,NEW YORK CAREER INSTITUTE,PRIVATE,6-BUS. DEGREE,206,130.25,347403.61
2015,2120,2782,U,4 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,1294,1151.46,3961012.55
2015,2120,2782,U,5 yr Undergrad,NEW YORK INST TECH 4YR,PRIVATE,5-INDEPENDENT,56,46.13,158165.64
2015,550,20690,U,4 yr Undergrad,NEW YORK SCHOOL INTERIOR DESIGN,PRIVATE,5-INDEPENDENT,23,18.63,54706.09
2015,555,2785,U,4 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3080,2899.54,10623896.47
2015,555,2785,U,5 yr Undergrad,NEW YORK UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,40,32.08,143625.67
2015,2215,2874,U,2 yr Undergrad,NIAGARA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,2346,1823.33,4385110.52
2015,560,2788,U,4 yr Undergrad,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1208,1114.13,2679071.11
2015,560,2788,U,5 yr Undergrad,NIAGARA UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,6,3.5,15113.75
2015,2258,7111,U,2 yr Undergrad,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,432,344,974541.25
2015,6270,25994,U,4 yr Undergrad,NY COLL HEALTH PROF 4YR UG,PRIVATE,5-INDEPENDENT,41,34.75,97602.00
2015,541,34433,U,4 yr Undergrad,NY COLL TRAD CHINESE MEDICINE,PRIVATE,5-INDEPENDENT,30,18.67,55183.01
2015,2270,25994,U,2 yr Undergrad,NY COLLEGE OF HEALTH PROFESSIONS,PRIVATE,5-INDEPENDENT,166,147.33,418582.55
2015,7816,31207,U,2 yr Undergrad,NY CONSERVATORY FOR DRAMATIC ARTS,PRIVATE,6-BUS. DEGREE,17,15,57480.50
2015,8255,11984,U,4 yr Undergrad,OHR HAMEIR THEOLOGICAL SEMINARY,PRIVATE,9-CHAPTER XXII,25,22.5,88874.50
2015,8255,11984,U,5 yr Undergrad,OHR HAMEIR THEOLOGICAL SEMINARY,PRIVATE,9-CHAPTER XXII,4,3,13677.00
2015,2185,2875,U,2 yr Undergrad,ONONDAGA COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,3771,2817.08,8031439.41
2015,2125,2876,U,2 yr Undergrad,ORANGE COUNTY COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1448,1075.67,3002431.45
2015,590,2791,U,4 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,1068,975.79,3378681.49
2015,590,2791,U,5 yr Undergrad,PACE UNIVERSITY 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2,2,7772.00
2015,591,2791,U,4 yr Undergrad,PACE UNIVERSITY UNDERGRADUATE,PRIVATE,5-INDEPENDENT,774,714.63,2129131.77
2015,591,2791,U,5 yr Undergrad,PACE UNIVERSITY UNDERGRADUATE,PRIVATE,5-INDEPENDENT,4,3,11161.50
2015,605,30277,U,2 yr Undergrad,PACIFIC COLL OF ORIENTAL MED 2YR,PRIVATE,6-BUS. DEGREE,45,27.17,74657.12
2015,2140,2795,U,2 yr Undergrad,PAUL SMITHS COLLEGE 2 YR UNDEGRAD,PRIVATE,5-INDEPENDENT,78,65.5,198747.75
2015,6140,2795,U,4 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,301,271.75,655463.50
2015,6140,2795,U,5 yr Undergrad,PAUL SMITHS COLLEGE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2,1,3995.00
2015,7699,12358,U,2 yr Undergrad,PLAZA COLLEGE-2YR UNDERGRAD,PRIVATE,6-BUS. DEGREE,719,644.5,2682606.65
2015,6698,12358,U,4 yr Undergrad,PLAZA COLLEGE-BA,PRIVATE,6-BUS. DEGREE,85,61.25,218828.13
2015,615,2798,U,4 yr Undergrad,PRATT INSTITUTE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,283,267.83,899274.57
2015,615,2798,U,5 yr Undergrad,PRATT INSTITUTE 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,12,10.92,51428.91
2015,8266,8614,U,4 yr Undergrad,RABBINCAL COL BOBOVER YESHIV BNEI,PRIVATE,9-CHAPTER XXII,177,166.5,785461.50
2015,8261,3976,U,4 yr Undergrad,RABBINCL ACAD MESIVTA RABBI CHAIM,PRIVATE,9-CHAPTER XXII,34,33,135465.00
2015,8261,3976,U,5 yr Undergrad,RABBINCL ACAD MESIVTA RABBI CHAIM,PRIVATE,9-CHAPTER XXII,2,2,8088.00
2015,8271,42301,U,4 yr Undergrad,RABBINICAL COLL OHR YISROEL,PRIVATE,9-CHAPTER XXII,45,22.5,105841.50
2015,8264,10943,U,4 yr Undergrad,RABBINICAL COLLEGE BETH SHRAGA,PRIVATE,9-CHAPTER XXII,12,9,20995.00
2015,8270,10378,U,4 yr Undergrad,RABBINICAL COLLEGE OF LONG ISLAND,PRIVATE,9-CHAPTER XXII,14,12,39529.00
2015,8270,10378,U,5 yr Undergrad,RABBINICAL COLLEGE OF LONG ISLAND,PRIVATE,9-CHAPTER XXII,1,0.5,1239.00
2015,8272,31292,U,4 yr Undergrad,RABBINICAL COLLEGE OF OHR SHIMON,PRIVATE,9-CHAPTER XXII,117,115.5,550804.50
2015,8272,31292,U,5 yr Undergrad,RABBINICAL COLLEGE OF OHR SHIMON,PRIVATE,9-CHAPTER XXII,20,18.5,87047.50
2015,635,2803,U,4 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,634,590.25,1662790.25
2015,635,2803,U,5 yr Undergrad,RENSSELAER POLYTECHNIC INST UG,PRIVATE,5-INDEPENDENT,1,1,2118.00
2015,641,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COL BSN NON TRAD,PRIVATE,5-INDEPENDENT,57,37.92,74677.99
2015,640,2805,U,4 yr Undergrad,ROBERTS WESLEYAN COLL  UG SEMESTE,PRIVATE,5-INDEPENDENT,622,551.92,1352335.92
2015,650,2806,U,2 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,2,0.83,1016.27
2015,650,2806,U,4 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,3066,2641.92,6834260.29
2015,650,2806,U,5 yr Undergrad,ROCHESTER INST TECH 4YR UNDERGRAD,PRIVATE,5-INDEPENDENT,28,18.5,69663.50
2015,2147,2877,U,2 yr Undergrad,ROCKLAND COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1524,1154.75,3097791.41
2015,675,2810,U,4 yr Undergrad,RUSSELL SAGE COLLEGE 4YR UNDERGRA,PRIVATE,5-INDEPENDENT,855,770.04,2253602.15
2015,675,2810,U,5 yr Undergrad,RUSSELL SAGE COLLEGE 4YR UNDERGRA,PRIVATE,5-INDEPENDENT,5,3,10233.00
2015,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,1,1,3381.00
2015,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,5-INDEPENDENT,5,2.5,5823.50
2015,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,17,7.17,25354.16
2015,7491,11647,U,2 yr Undergrad,SANFORD BROWN INSTITUTE,PRIVATE,6-BUS. DEGREE,70,43.75,113224.78
2015,845,2813,U,4 yr Undergrad,SARAH LAWRENCE COLL UNDERGRAD,PRIVATE,5-INDEPENDENT,63,62,170707.50
2015,2243,6785,U,2 yr Undergrad,SCHENECTADY COUNTY COMM COLLEGE,PUBLIC,4-SUNY CC,1240,903.75,2057826.06
2015,7858,7468,U,4 yr Undergrad,SCHOOL OF VISUAL ARTS UNDERGRAD,PRIVATE,6-BUS. DEGREE,402,372.08,1219025.35
2015,8280,11076,U,4 yr Undergrad,SHOR YOSHUV RABBINICAL COLLEGE,PRIVATE,9-CHAPTER XXII,3,3,6512.00
2015,685,2816,U,4 yr Undergrad,SIENA COLLEGE,PRIVATE,5-INDEPENDENT,1072,1004.21,2524761.75
2015,855,2814,U,4 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,285,278,969112.50
2015,855,2814,U,5 yr Undergrad,SKIDMORE COLLEGE,PRIVATE,5-INDEPENDENT,1,0.5,1512.50
2015,695,2817,U,4 yr Undergrad,ST BONAVENTURE UNIVERSITY UG,PRIVATE,5-INDEPENDENT,542,514.25,1285988.75
2015,695,2817,U,5 yr Undergrad,ST BONAVENTURE UNIVERSITY UG,PRIVATE,5-INDEPENDENT,10,7.5,32615.00
2015,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,68,44.5,107892.05
2015,715,2820,U,4 yr Undergrad,ST FRANCIS COLLEGE,PRIVATE,5-INDEPENDENT,1122,1025.5,3515094.00
2015,735,2821,U,4 yr Undergrad,ST JOHN FISHER UNIV UNDERGRAD,PRIVATE,5-INDEPENDENT,1209,1099.58,2672923.86
2015,735,2821,U,5 yr Undergrad,ST JOHN FISHER UNIV UNDERGRAD,PRIVATE,5-INDEPENDENT,3,2.5,8768.50
2015,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,5-INDEPENDENT,27,14.38,45998.06
2015,751,2823,U,4 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,3973,3729.67,12114165.31
2015,751,2823,U,5 yr Undergrad,ST JOHNS UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,1,0.5,250.00
2015,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,1,0.5,1512.50
2015,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,5-INDEPENDENT,101,86,200308.00
2015,755,2825,U,4 yr Undergrad,ST JOSEPHS UNIV NEW YORK - 4YR UG,PRIVATE,5-INDEPENDENT,406,371,1210307.87
2015,758,2825,U,4 yr Undergrad,ST JOSEPHS UNIV PATCHOGUE UG,PRIVATE,5-INDEPENDENT,990,866.08,2205616.53
2015,762,2825,U,4 yr Undergrad,ST JOSEPHS UNIV PATCHOGUE WEEKEND,PRIVATE,5-INDEPENDENT,31,16.75,52963.41
2015,775,2829,U,4 yr Undergrad,ST LAWRENCE UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,393,381.5,1081773.00
2015,775,2829,U,5 yr Undergrad,ST LAWRENCE UNIVERSITY 4YR UG,PRIVATE,5-INDEPENDENT,1,1,2925.00
2015,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,5-INDEPENDENT,131,88.67,281040.50
2015,438,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING MED ASSIST,PRIVATE,5-INDEPENDENT,90,68.5,208847.41
2015,838,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING MED/DENTAL,PRIVATE,5-INDEPENDENT,140,99.5,319514.28
2015,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,5-INDEPENDENT,118,88.33,302281.20
2015,455,12203,U,2 yr Undergrad,ST PETERS HOSP COLLEGE OF NURSING,PRIVATE,5-INDEPENDENT,2,1,3794.50
2015,830,2832,U,4 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,418,380,1259481.50
2015,830,2832,U,5 yr Undergrad,ST THOMAS AQUINAS COLLEGE UG,PRIVATE,5-INDEPENDENT,6,4,17699.50
2015,960,2668,U,4 yr Undergrad,SUC CERAMICS AT ALFRED UNIV 4YR U,PUBLIC,3-SUNY SO,177,164.5,383496.50
2015,950,2851,U,2 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,27,22.17,38549.54
2015,950,2851,U,4 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,557,511.58,1200703.35
2015,950,2851,U,5 yr Undergrad,SUC ENV SCI&FORESTRY 4YRUNDERGRAD,PUBLIC,3-SUNY SO,8,6,13958.00
2015,915,2844,U,4 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,2200,2005.54,5263356.44
2015,915,2844,U,5 yr Undergrad,SUC FREDONIA (UNDERGRAD),PUBLIC,3-SUNY SO,13,11,48476.00
2015,920,2845,U,4 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,2011,1856.33,4880492.67
2015,920,2845,U,5 yr Undergrad,SUC GENESEO (UNDERGRAD),PUBLIC,3-SUNY SO,14,10.5,48150.00
2015,945,2850,U,4 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,1943,1757.17,5431326.54
2015,945,2850,U,5 yr Undergrad,SUC POTSDAM (UNDERGRAD),PUBLIC,3-SUNY SO,37,29,125495.50
2015,970,6791,U,4 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,1456,1334.42,3969762.15
2015,970,6791,U,5 yr Undergrad,SUC PURCHASE (UNDERGRAD),PUBLIC,3-SUNY SO,16,12.75,59618.75
2015,2157,2878,U,2 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,6531,5052.75,14171730.49
2015,2157,2878,U,5 yr Undergrad,SUFFOLK COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,1,0.5,1820.00
2015,2225,2879,U,2 yr Undergrad,SULLIVAN COMMUNITY COLLEGE,PUBLIC,4-SUNY CC,628,488.25,1623375.71
2015,895,2835,U,4 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,5833,5232.83,16828162.06
2015,895,2835,U,5 yr Undergrad,SUNY ALBANY 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,75,55.5,242392.05
2015,930,2847,U,4 yr Undergrad,SUNY AT ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,2346,2160.25,5827408.41
2015,930,2847,U,5 yr Undergrad,SUNY AT ONEONTA (UNDERGRAD),PUBLIC,3-SUNY SO,41,34.88,146726.75
2015,935,2848,U,4 yr Undergrad,SUNY AT OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,3387,3104.58,8948960.72
2015,935,2848,U,5 yr Undergrad,SUNY AT OSWEGO (UNDERGRAD),PUBLIC,3-SUNY SO,66,50.79,223136.75
2015,880,2836,U,4 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,4590,4236.13,13347640.40
2015,880,2836,U,5 yr Undergrad,SUNY BINGHAMTON 4 YR(UNDERGRAD),PUBLIC,3-SUNY SO,44,36.42,160718.84
2015,900,2841,U,4 yr Undergrad,SUNY BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,3419,3027.63,8100877.77
2015,900,2841,U,5 yr Undergrad,SUNY BROCKPORT (UNDERGRAD),PUBLIC,3-SUNY SO,53,40.25,177576.05
2015,1010,2837,U,4 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,7169,6099.5,19361513.61
2015,1010,2837,U,5 yr Undergrad,SUNY BUFFALO 4 YR (UNDERGRAD),PUBLIC,3-SUNY SO,158,109.96,503411.04
2015,905,2842,U,4 yr Undergrad,SUNY BUFFALO STATE UNIV-UDERGRAD,PUBLIC,3-SUNY SO,4899,4292.92,13735421.09
2015,905,2842,U,5 yr Undergrad,SUNY BUFFALO STATE UNIV-UDERGRAD,PUBLIC,3-SUNY SO,117,85.75,349241.00
2015,3015,2856,U,2 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,774,624.75,2121381.95
2015,6015,2856,U,4 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,694,583.25,1720283.76
2015,6015,2856,U,5 yr Undergrad,SUNY COBLESKILL,PUBLIC,3-SUNY SO,18,15.5,73079.00
